run_id,variant,seed,step,action,reward,achievements,note
5b6b900b,probe_a_cf,0,28,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,29,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,30,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,31,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,32,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,33,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,34,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,35,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,36,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,37,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,38,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,39,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,40,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,41,place_furnace,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,42,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,43,noop,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,44,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,45,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,46,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,47,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,48,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,49,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,50,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,51,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,52,move_down,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,53,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,54,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,55,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,56,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,57,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,58,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,59,noop,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,60,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,61,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,62,move_down,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,63,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,64,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,65,move_down,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,66,place_furnace,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,67,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,68,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,69,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,70,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,71,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,72,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,73,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,74,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,75,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,76,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,77,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,78,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,79,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,80,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,81,sleep,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,82,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,83,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,84,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,85,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,86,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,87,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,88,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,89,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,90,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,91,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,92,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,93,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,94,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,95,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,96,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,97,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,98,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,99,do,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,100,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,101,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,102,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,103,move_up,0.0,2,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,104,move_up,1.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,105,move_left,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,106,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,107,move_right,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,108,do,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,109,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,110,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,111,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,112,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,113,move_up,0.0,3,"belief={'situation': 'near water and tree, have wood and sapling in | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,114,do,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,115,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,116,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,117,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,118,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,119,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,120,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,121,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,122,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,123,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,124,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,125,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,126,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,127,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,128,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,129,do,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,130,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,131,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,132,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,133,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,134,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,135,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,136,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,137,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,138,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,139,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,140,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,141,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,142,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,143,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,144,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,145,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,146,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,147,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,148,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,0,149,move_up,0.0,3,"belief={'situation': 'near cow and tree, have wood and sapling in i | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,0,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,1,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,2,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,3,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,4,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,5,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,6,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,7,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,8,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,9,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,10,move_up,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,11,move_left,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,12,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,13,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,14,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,15,move_left,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,16,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,17,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,18,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,19,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,20,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,21,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,22,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,23,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,24,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,25,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,26,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,27,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,28,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,29,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,30,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,31,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,32,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,33,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,34,move_left,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,35,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,36,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
5b6b900b,probe_a_cf,1,37,move_right,0.0,0,"belief={'situation': 'initial state, need to collect resources', 'n | rule=unknown; I must discover what each action yields a"
