run_id,variant,env_id,seed,step,action,reward,done,note
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,17,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ga | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,18,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ga | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,19,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,20,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,21,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to g | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,22,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,23,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,24,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,25,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,26,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,27,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,28,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ga | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,29,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to g | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,30,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to g | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,31,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to te | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,32,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to te | mech=I believe that moving into a. (floor) space is safe. I'm unsure about the } (lav"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,33,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,34,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,35,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,36,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,37,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I believe that moving into a . (floor) space is safe. I'm unsure about the } (la"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,38,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=the mechanics"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,39,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I have ruled out that moving south will reveal the staircase. I believe that exp"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,40,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I have ruled out that moving south will reveal the staircase. I believe that exp"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,41,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I have ruled out that moving south will reveal the staircase. I believe that exp"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,42,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I have ruled out that moving south will reveal the staircase. I believe that exp"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,43,E,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head east to ex | mech=I have ruled out that moving south will reveal the staircase. I believe that exp"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,44,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,45,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,46,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,47,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,48,S,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,49,S,-0.01,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,50,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,51,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,52,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,53,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,54,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,55,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,56,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,57,W,0.0,False,"belief=The goal is likely to be downstairs, and my next move will be to head west to ex | mech=I have ruled out that moving east will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,58,S,-0.01,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving west will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,59,S,-0.01,False,"belief=The goal is likely to be downstairs, and my next move will be to head south to e | mech=I have ruled out that moving west will reveal the staircase. I believe that expl"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,60,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,61,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,62,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,63,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,64,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,65,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,66,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,67,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,68,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,69,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,70,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,71,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,72,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,73,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,74,E,0.0,False,"belief=The goal is likely to be downstairs, and since heading south has hit a wall, my  | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,75,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,76,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,77,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,78,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,79,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,80,N,0.0,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,81,N,-0.01,False,"belief=The goal is likely to be downstairs, and since heading east has also hit a wall, | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,82,N,-0.01,False,"belief=The goal is likely to be downstairs, and since heading east has hit a wall, my n | mech=I have ruled out that moving south or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,83,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,84,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,85,N,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,86,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,87,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,88,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,89,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,90,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,91,N,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,92,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,93,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,94,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,95,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,96,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,97,N,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,98,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,99,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,100,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,101,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,102,W,0.0,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,103,W,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,104,W,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north and east has hit a  | mech=I have ruled out that moving north or east will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,105,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,106,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,107,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,108,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,109,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,110,S,0.0,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,111,S,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,112,S,-0.01,False,"belief=The goal is likely to be downstairs, and since heading north, east, and west has | mech=I have ruled out that moving north, east, or west will reveal the staircase from"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,113,W,-0.01,False,"belief=The goal is likely to be downstairs, but since moving south has hit a wall, my n | mech=I have ruled out that moving south will reveal the staircase from this exact spo"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,114,N,0.0,False,"belief=The goal is likely to be downstairs, but since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,115,N,0.0,False,"belief=The goal is likely to be downstairs, and since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,116,N,0.0,False,"belief=The goal is likely to be downstairs, and since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,117,N,0.0,False,"belief=The goal is likely to be downstairs, and since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,118,N,0.0,False,"belief=The goal is likely to be downstairs, and since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,40,119,N,0.0,False,"belief=The goal is likely to be downstairs, and since moving south and west have hit a  | mech=I have ruled out that moving south or west will reveal the staircase from this e"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,0,E,0.0,False,belief=My current layout belief is that I need to explore my surroundings to locate the | mech=My current mechanics belief is that I can move in the eight main compass directi
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,1,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,2,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,3,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,4,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,5,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,6,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,7,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,8,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,9,E,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,10,S,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,11,S,0.0,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,12,S,-0.01,False,"belief=My current layout belief is that the goal is likely to be downstairs, and my nex | mech=My current mechanics belief is that I can move in the eight main compass directi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,13,S,-0.01,False,"belief=My layout belief is that the goal is likely to be downstairs, and my next move w | mech=I've found that moving east results in hitting a solid stone wall, which suggest"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,14,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,15,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,16,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,17,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,18,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
272bf088,probe_mh,MiniHack-River-Narrow-v0,41,19,W,0.0,False,"belief=My layout belief is that the goal is likely to be downstairs, and since moving s | mech=I've found that moving east and south results in hitting a solid stone wall, whi"
