run_id,variant,env_id,seed,step,action,reward,done,note
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,17,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,18,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,19,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,20,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,21,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,22,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,23,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,24,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,25,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,26,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,27,W,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,28,N,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,29,N,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,30,N,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. The init | mech=I have ruled out that moving east and south is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,31,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving east, south, and north is a viable option from this"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,32,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving east, south, and north is a viable option from this"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,33,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving east, south, and north is a viable option from this"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,34,W,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving east, south, and north is a viable option from this"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,35,W,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving east, south, and north is a viable option from this"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,36,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,37,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,38,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,39,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,40,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,41,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,42,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,43,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,44,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,45,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,46,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,47,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,48,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,49,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,50,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,51,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,52,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,53,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,54,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,55,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,56,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,57,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north and west is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,58,S,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, and east are viable options from this "
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,59,S,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, and east are viable options from this "
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,60,S,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, and east are viable options from this "
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,61,S,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, and east are viable options from this "
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,62,S,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, and east are viable options from this "
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,63,SE,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, east, and directly south are viable op"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,64,SW,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Since mo | mech=I have ruled out that moving north, west, east, and directly south are viable op"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,65,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,66,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,67,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,68,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,69,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,70,NW,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,71,NW,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,72,NW,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, and southwest are viable"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,73,NE,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,74,N,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,75,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,76,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,77,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,78,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,79,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,80,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,81,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,82,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly south, southeast, southwest, and northwest"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,83,N,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly east is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,84,N,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly east is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,85,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,86,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,87,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,88,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,89,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,90,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,91,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,92,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,93,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,94,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,95,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,96,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,97,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,98,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,99,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,100,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,101,W,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,102,W,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,103,W,-0.01,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly north is a viable option from this locatio"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,104,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,105,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,106,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,107,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,108,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,109,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,110,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,111,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,112,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,113,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,114,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,115,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,116,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,117,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,118,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,0,119,E,0.0,False,"A|belief={'layout': 'The goal is likely downstairs, but its location is unknown. Given th | mech=I have ruled out that moving directly west is a viable option from this location"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,0,E,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,1,E,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,2,E,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=unknown; I do not yet know how the obstacles here work, so I must discover it by"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,3,S,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,4,S,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,5,S,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,6,S,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,7,E,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,8,E,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,9,S,0.0,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
fce1c43b,probe_a_mh,MiniHack-River-Narrow-v0,1,10,S,-0.01,False,"A|belief={'layout': 'The goal is unknown, but I will start by exploring the surroundings. | mech=I still do not know how the obstacles here work, so I must discover it by trying"
