run_id,variant,level,seed,episode,step,cue,cue_text,chosen_key,correct_key,reward,note
302ce864,probe,hardest,0,0,34,1|1|2,green square dotted,B,D,0,confirmed=4 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,35,0|0|2,red circle dotted,B,D,0,confirmed=4 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,36,0|0|2,red circle dotted,D,D,1,"confirmed=4 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,37,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,38,1|2|1,green triangle striped,B,C,0,confirmed=5 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,39,1|2|0,green triangle solid,B,B,1,confirmed=5 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,40,0|1|0,red square solid,B,C,0,confirmed=6 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,41,1|0|0,green circle solid,B,B,1,confirmed=6 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,42,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,43,1|0|0,green circle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,44,2|1|1,blue square striped,D,C,0,"confirmed=7 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,45,0|1|0,red square solid,A,C,0,confirmed=7 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,46,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,47,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,48,2|2|2,blue triangle dotted,D,D,1,"confirmed=7 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,49,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,50,0|2|0,red triangle solid,A,C,0,confirmed=8 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,51,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,52,2|0|1,blue circle striped,B,C,0,confirmed=8 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,53,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,54,2|0|0,blue circle solid,A,A,1,confirmed=8 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,55,1|0|0,green circle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,56,1|1|2,green square dotted,D,D,1,"confirmed=9 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,57,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,58,2|0|1,blue circle striped,D,C,0,"confirmed=10 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,59,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,60,1|1|0,green square solid,A,D,0,confirmed=10 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,61,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,62,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,63,0|2|1,red triangle striped,D,D,1,"confirmed=10 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,64,1|0|0,green circle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,65,0|1|2,red square dotted,B,D,0,confirmed=11 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,66,0|2|0,red triangle solid,D,C,0,"confirmed=11 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,67,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,68,0|1|2,red square dotted,A,D,0,confirmed=11 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,69,0|0|1,red circle striped,B,D,0,confirmed=11 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,70,2|0|1,blue circle striped,C,C,1,"confirmed=11 ruled_out=['A', 'B', 'D'] signal=none"
302ce864,probe,hardest,0,0,71,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,72,0|2|2,red triangle dotted,B,C,0,confirmed=12 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,73,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,74,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,75,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,76,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,77,2|2|0,blue triangle solid,B,D,0,confirmed=12 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,78,0|1|1,red square striped,A,D,0,confirmed=12 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,79,0|1|1,red square striped,C,D,0,"confirmed=12 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,80,0|0|1,red circle striped,C,D,0,"confirmed=12 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,81,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,82,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,83,2|1|1,blue square striped,C,C,1,"confirmed=12 ruled_out=['A', 'B', 'D'] signal=none"
302ce864,probe,hardest,0,0,84,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,85,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,86,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,87,1|1|0,green square solid,B,D,0,confirmed=13 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,88,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,89,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,90,1|2|1,green triangle striped,C,C,1,"confirmed=13 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,91,0|2|2,red triangle dotted,C,C,1,"confirmed=14 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,92,1|2|1,green triangle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,93,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,94,0|2|1,red triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,95,0|2|0,red triangle solid,C,C,1,"confirmed=15 ruled_out=['A', 'B', 'D'] signal=none"
302ce864,probe,hardest,0,0,96,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,97,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,98,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,99,1|1|1,green square striped,B,D,0,confirmed=16 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,100,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,101,0|2|2,red triangle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,102,1|1|2,green square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,103,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,104,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,105,2|0|2,blue circle dotted,C,D,0,confirmed=16 ruled_out=['A'] signal=none
302ce864,probe,hardest,0,0,106,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,107,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,108,1|0|2,green circle dotted,B,C,0,confirmed=16 ruled_out=[] signal=none
302ce864,probe,hardest,0,0,109,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,110,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,111,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,112,0|1|0,red square solid,C,C,1,"confirmed=16 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,113,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,114,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,115,2|0|2,blue circle dotted,B,D,0,"confirmed=17 ruled_out=['A', 'C'] signal=none"
302ce864,probe,hardest,0,0,116,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,117,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,118,0|2|1,red triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,119,0|0|0,red circle solid,C,D,0,"confirmed=17 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,120,2|1|2,blue square dotted,C,D,0,"confirmed=17 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,121,0|2|2,red triangle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,122,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,123,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,124,0|2|1,red triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,125,1|0|2,green circle dotted,C,C,1,confirmed=17 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,126,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,127,0|1|2,red square dotted,D,D,1,"confirmed=18 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,128,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,129,1|1|1,green square striped,C,D,0,confirmed=19 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,130,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,131,0|0|1,red circle striped,D,D,1,"confirmed=19 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,132,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,133,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,134,0|1|1,red square striped,D,D,1,"confirmed=20 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,135,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,136,0|2|1,red triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,137,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,138,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,139,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,140,2|0|2,blue circle dotted,D,D,1,"confirmed=21 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,141,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,142,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,143,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,144,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,145,0|0|0,red circle solid,D,D,1,"confirmed=22 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,146,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,147,2|0|2,blue circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,148,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,149,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,150,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,151,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,152,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,153,1|1|0,green square solid,C,D,0,"confirmed=23 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,0,0,154,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,155,1|0|2,green circle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,156,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,157,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,158,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,159,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,160,0|0|0,red circle solid,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,161,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,162,0|1|2,red square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,163,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,164,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,165,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,166,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,167,2|1|2,blue square dotted,A,D,0,"confirmed=23 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,168,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,169,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,170,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,171,0|0|0,red circle solid,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,172,1|2|2,green triangle dotted,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,173,1|1|1,green square striped,A,D,0,"confirmed=23 ruled_out=['B', 'C'] signal=none"
302ce864,probe,hardest,0,0,174,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,175,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,176,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,177,0|2|2,red triangle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,178,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,179,0|2|1,red triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,180,0|0|2,red circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,181,2|0|2,blue circle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,182,1|0|0,green circle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,183,1|0|2,green circle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,184,1|1|1,green square striped,D,D,1,"confirmed=23 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,185,0|1|2,red square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,186,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,187,1|2|1,green triangle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,188,1|1|2,green square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,189,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,190,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,191,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,192,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,193,1|1|0,green square solid,A,D,0,"confirmed=24 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,194,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,195,0|2|2,red triangle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,196,1|0|2,green circle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,197,2|1|2,blue square dotted,D,D,1,"confirmed=24 ruled_out=['A', 'B', 'C'] signal=none"
302ce864,probe,hardest,0,0,198,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,199,2|2|2,blue triangle dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,200,2|0|0,blue circle solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,201,0|1|2,red square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,202,2|1|1,blue square striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,203,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,204,0|2|0,red triangle solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,205,2|2|0,blue triangle solid,C,D,0,confirmed=25 ruled_out=['B'] signal=none
302ce864,probe,hardest,0,0,206,0|0|1,red circle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,207,2|2|1,blue triangle striped,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,208,2|1|0,blue square solid,A,A,1,cached A (no model call)
302ce864,probe,hardest,0,0,209,0|1|2,red square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,210,0|1|2,red square dotted,D,D,1,cached D (no model call)
302ce864,probe,hardest,0,0,211,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,0,0,212,1|2|1,green triangle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,213,0|2|2,red triangle dotted,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,214,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,0,0,215,2|0|1,blue circle striped,C,C,1,cached C (no model call)
302ce864,probe,hardest,1,0,0,1|2|2,green triangle dotted,A,B,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,1,0|1|2,red square dotted,A,D,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,2,2|1|1,blue square striped,A,D,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,3,2|1|1,blue square striped,B,D,0,confirmed=0 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,4,0|1|0,red square solid,A,C,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,5,0|2|2,red triangle dotted,A,B,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,6,0|1|2,red square dotted,B,D,0,confirmed=0 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,7,1|0|0,green circle solid,A,B,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,8,0|0|2,red circle dotted,A,D,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,9,0|0|0,red circle solid,A,D,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,10,1|0|1,green circle striped,A,B,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,11,2|2|2,blue triangle dotted,A,D,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,12,0|0|0,red circle solid,B,D,0,confirmed=0 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,13,2|0|2,blue circle dotted,A,B,0,confirmed=0 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,14,0|2|2,red triangle dotted,B,B,1,confirmed=0 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,15,1|0|0,green circle solid,C,B,0,confirmed=1 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,16,1|2|1,green triangle striped,A,D,0,confirmed=1 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,17,2|2|0,blue triangle solid,B,D,0,confirmed=1 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,18,2|2|0,blue triangle solid,A,D,0,confirmed=1 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,19,1|2|2,green triangle dotted,C,B,0,confirmed=1 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,20,0|1|0,red square solid,C,C,1,confirmed=1 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,21,0|2|0,red triangle solid,B,B,1,confirmed=2 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,22,1|0|0,green circle solid,B,B,1,"confirmed=3 ruled_out=['A', 'C'] signal=none"
302ce864,probe,hardest,1,0,23,1|1|0,green square solid,B,D,0,confirmed=4 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,24,1|0|1,green circle striped,B,B,1,confirmed=4 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,25,2|1|0,blue square solid,B,D,0,confirmed=5 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,26,0|2|1,red triangle striped,B,D,0,confirmed=5 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,27,0|2|1,red triangle striped,A,D,0,confirmed=5 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,28,1|0|2,green circle dotted,B,C,0,confirmed=5 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,29,2|0|1,blue circle striped,B,D,0,confirmed=5 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,30,1|2|0,green triangle solid,B,B,1,confirmed=5 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,31,0|1|0,red square solid,C,C,1,cached C (no model call)
302ce864,probe,hardest,1,0,32,1|0|0,green circle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,1,0,33,1|1|0,green square solid,C,D,0,confirmed=6 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,34,1|1|2,green square dotted,B,D,0,confirmed=6 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,35,1|0|2,green circle dotted,A,C,0,confirmed=6 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,36,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,1,0,37,2|0|1,blue circle striped,A,D,0,confirmed=6 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,38,0|2|2,red triangle dotted,B,B,1,cached B (no model call)
302ce864,probe,hardest,1,0,39,1|2|0,green triangle solid,B,B,1,cached B (no model call)
302ce864,probe,hardest,1,0,40,1|0|1,green circle striped,B,B,1,cached B (no model call)
302ce864,probe,hardest,1,0,41,0|0|0,red circle solid,C,D,0,"confirmed=6 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,1,0,42,0|0|1,red circle striped,B,D,0,confirmed=6 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,43,0|1|1,red square striped,B,A,0,confirmed=6 ruled_out=[] signal=none
302ce864,probe,hardest,1,0,44,1|1|2,green square dotted,A,D,0,confirmed=6 ruled_out=['B'] signal=none
302ce864,probe,hardest,1,0,45,2|0|2,blue circle dotted,B,B,1,confirmed=6 ruled_out=['A'] signal=none
302ce864,probe,hardest,1,0,46,2|1|1,blue square striped,C,D,0,"confirmed=7 ruled_out=['A', 'B'] signal=none"
302ce864,probe,hardest,1,0,47,0|0|2,red circle dotted,B,D,0,confirmed=7 ruled_out=['A'] signal=none
