run_id,variant,game,seed,step,action,score,state,won,note
ce24ad74,probe52_arc,complex_maze,5,11,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions may have a cumulative effect or require a specifi | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,12,ACTION6,0,GameState.NOT_FINISHED,False,"mechanics=I now believe that the actions may have a spatial effect on the grid, and the go | EXPERIMENT | cd=[]"
ce24ad74,probe52_arc,complex_maze,5,13,ACTION2,0,GameState.NOT_FINISHED,False,"mechanics=I now believe that the actions may have a cumulative effect on the grid, and the | EXPERIMENT | cd=[]"
ce24ad74,probe52_arc,complex_maze,5,14,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions may be related to the manipulation of specific sy | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,15,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,16,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,17,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of symbol bo | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,18,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,19,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,20,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,21,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,22,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,23,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,24,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of specifi | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,25,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of specifi | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,26,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,27,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the grid' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,28,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,29,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,30,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the grid' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,31,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,32,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the grid' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,33,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,34,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '8' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,35,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,36,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,37,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,38,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,39,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '3' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,40,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,41,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '3' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,42,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '5' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,43,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the manipulation of the '8' a | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,44,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of the '3' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,45,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of the '5' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,46,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of the '5' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,47,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of the '5' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,48,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the transformation of the '5' | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,5,49,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now believe that the actions might be related to the creation and manipulation | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,0,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=My initial hypothesis is that the actions might be related to moving or modifyin | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,1,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=My initial hypothesis is that the actions might be related to moving or modifyin | cd=[]
ce24ad74,probe52_arc,complex_maze,6,2,ACTION3,0,GameState.NOT_FINISHED,False,"mechanics=I believe the actions are related to modifying the grid, possibly interacting wi | cd=[]"
ce24ad74,probe52_arc,complex_maze,6,3,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions modify the grid by replacing or moving symbols. The goal m | cd=[]
ce24ad74,probe52_arc,complex_maze,6,4,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions modify the grid by replacing or moving symbols. The goal m | cd=[]
ce24ad74,probe52_arc,complex_maze,6,5,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions modify the grid by replacing or moving symbols. The goal m | cd=[]
ce24ad74,probe52_arc,complex_maze,6,6,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I believe the actions modify the grid by replacing or moving symbols. The goal m | cd=[]
ce24ad74,probe52_arc,complex_maze,6,7,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions might be related to the proximity or combination  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,8,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions might be related to the creation or destruction o | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,9,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to swapping or replacing specific sym | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,10,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or rotating specific  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,11,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to replacing or modifying specifi | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,12,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to shifting or moving symbols in  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,13,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to removing or replacing specific | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,14,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to manipulating the '5' and '6' s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,15,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to manipulating the grid by chang | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,16,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,17,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,18,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,19,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,20,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,21,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,22,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,23,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,24,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,25,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,26,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,27,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,28,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,29,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,30,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,31,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,32,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,33,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,34,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,35,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,36,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,37,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,38,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,39,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,40,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,41,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,42,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,43,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,44,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,45,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,46,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,47,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,48,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,6,49,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to manipulating the grid by changing  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,0,ACTION1,0,GameState.NOT_FINISHED,False,"mechanics=The goal appears to be clearing levels, and the actions might be related to movi | EXPERIMENT | cd=[]"
ce24ad74,probe52_arc,complex_maze,7,1,ACTION2,0,GameState.NOT_FINISHED,False,"mechanics=The goal appears to be clearing levels, and the actions might be related to movi | cd=[]"
ce24ad74,probe52_arc,complex_maze,7,2,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. ACTION1 s | cd=[]
ce24ad74,probe52_arc,complex_maze,7,3,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. ACTION1 r | cd=[]
ce24ad74,probe52_arc,complex_maze,7,4,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. ACTION1 r | cd=[]
ce24ad74,probe52_arc,complex_maze,7,5,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. ACTION1 r | cd=[]
ce24ad74,probe52_arc,complex_maze,7,6,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. ACTION1 r | cd=[]
ce24ad74,probe52_arc,complex_maze,7,7,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The goal appears to be clearing levels by removing or replacing cells. Given the | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,8,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to cell transformations based on adja | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,9,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to cell transformations based on the  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,10,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,11,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,12,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,13,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,14,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,15,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,16,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,17,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,18,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,19,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,20,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,21,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,22,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,23,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,24,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,25,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,26,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,27,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,28,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,29,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,30,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,31,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,32,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions are related to cell transformations based on  | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,33,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a combination of cell transformations | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,34,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of elimination or replaceme | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,35,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the '5' and | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,36,ACTION3,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the '8' cel | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,37,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the '5' cel | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,38,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the '8' cel | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,39,ACTION5,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the grid to | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,40,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the grid to | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,41,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of manipulating the grid to | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,42,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I now hypothesize that the actions involve a process of replacing or transformin | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,43,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=The actions may involve a process of replacing or transforming specific cells to | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,44,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=The actions may involve a process of replacing or transforming specific cells to | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,45,ACTION4,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to the transformation of cells in a s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,46,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to the transformation of cells in a s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,47,ACTION6,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to the transformation of cells in a s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,48,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to the transformation of cells in a s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,7,49,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=I hypothesize that the actions are related to the transformation of cells in a s | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,8,0,ACTION1,0,GameState.NOT_FINISHED,False,mechanics=My initial theory is that the actions might be related to moving or removing blo | EXPERIMENT | cd=[]
ce24ad74,probe52_arc,complex_maze,8,1,ACTION2,0,GameState.NOT_FINISHED,False,mechanics=My updated theory is that the actions might be related to changing the state of  | cd=[]
ce24ad74,probe52_arc,complex_maze,8,2,ACTION3,0,GameState.NOT_FINISHED,False,"mechanics=I believe the actions change the state of individual cells in the grid, potentia | cd=[]"
