run_id,variant,level,seed,episode,step,segment,phase,cue,cue_text,chosen_key,correct_key,old_correct_key,reward,shifted_now,note
d5af5e5a,probe,hardest,1,0,43,3,post,1|1,green square,C,C,B,1,False,cached C (no model call)
d5af5e5a,probe,hardest,1,0,44,3,post,1|0,green circle,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,1,0,45,3,post,0|0,red circle,A,C,A,0,False,cached A (no model call)
d5af5e5a,probe,hardest,1,0,46,3,post,0|0,red circle,B,C,A,0,False,"confirmed=2 ruled_out=['A'] signal=red circle was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,1,0,47,3,post,0|1,red square,C,A,B,0,False,confirmed=2 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,2,0,0,0,pre,2|0,blue circle,A,C,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,2,0,1,0,pre,2|1,blue square,A,A,,1,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,2,0,2,0,pre,0|1,red square,B,A,,0,False,confirmed=1 ruled_out=[] signal=none
d5af5e5a,probe,hardest,2,0,3,0,pre,1|1,green square,B,B,,1,False,confirmed=1 ruled_out=[] signal=none
d5af5e5a,probe,hardest,2,0,4,0,pre,0|1,red square,A,A,,1,False,confirmed=2 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,2,0,5,0,pre,2|1,blue square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,6,0,pre,0|1,red square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,7,0,pre,2|0,blue circle,B,C,,0,False,confirmed=3 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,2,0,8,0,pre,2|1,blue square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,9,0,pre,2|0,blue circle,C,C,,1,False,"confirmed=3 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,2,0,10,0,pre,2|1,blue square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,11,0,pre,1|0,green circle,B,B,,1,True,confirmed=4 ruled_out=[] signal=none
d5af5e5a,probe,hardest,2,0,12,1,post,0|1,red square,A,C,A,0,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,13,1,post,0|0,red circle,A,C,B,0,False,"confirmed=4 ruled_out=[] signal=red square was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,14,1,post,2|1,blue square,A,C,A,0,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,15,1,post,0|0,red circle,B,C,B,0,False,"confirmed=3 ruled_out=['A'] signal=blue square was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,16,1,post,0|1,red square,B,C,A,0,False,confirmed=3 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,2,0,17,1,post,2|1,blue square,B,C,A,0,False,confirmed=3 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,2,0,18,1,post,1|1,green square,B,A,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,2,0,19,1,post,2|1,blue square,C,C,A,1,False,"confirmed=2 ruled_out=['A', 'B'] signal=green square was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,20,1,post,0|0,red circle,C,C,B,1,False,"confirmed=3 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,2,0,21,1,post,2|0,blue circle,C,A,C,0,False,cached C (no model call)
d5af5e5a,probe,hardest,2,0,22,1,post,2|1,blue square,A,C,A,0,False,"confirmed=3 ruled_out=[] signal=blue circle was confirmed as C but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,23,1,post,0|1,red square,C,C,A,1,True,"confirmed=3 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,2,0,24,2,post,2|0,blue circle,A,B,A,0,False,confirmed=4 ruled_out=['C'] signal=none
d5af5e5a,probe,hardest,2,0,25,2,post,0|1,red square,C,B,C,0,False,cached C (no model call)
d5af5e5a,probe,hardest,2,0,26,2,post,0|1,red square,B,B,C,1,False,"confirmed=3 ruled_out=['C'] signal=red square was confirmed as C but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,27,2,post,1|1,green square,A,C,A,0,False,confirmed=4 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,2,0,28,2,post,1|1,green square,C,C,A,1,False,"confirmed=4 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,2,0,29,2,post,2|0,blue circle,B,B,A,1,False,"confirmed=5 ruled_out=['A', 'C'] signal=none"
d5af5e5a,probe,hardest,2,0,30,2,post,0|0,red circle,C,A,C,0,False,cached C (no model call)
d5af5e5a,probe,hardest,2,0,31,2,post,0|0,red circle,B,A,C,0,False,"confirmed=5 ruled_out=['C'] signal=red circle was confirmed as C but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,32,2,post,1|0,green circle,B,C,A,0,False,cached B (no model call)
d5af5e5a,probe,hardest,2,0,33,2,post,0|0,red circle,A,A,C,1,False,"confirmed=4 ruled_out=['B', 'C'] signal=green circle was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,34,2,post,2|1,blue square,C,B,C,0,False,cached C (no model call)
d5af5e5a,probe,hardest,2,0,35,2,post,1|0,green circle,A,C,A,0,True,"confirmed=4 ruled_out=['B'] signal=blue square was confirmed as C but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,36,3,post,0|1,red square,B,A,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,2,0,37,3,post,0|1,red square,A,A,B,1,False,"confirmed=3 ruled_out=['B'] signal=red square was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,38,3,post,0|1,red square,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,39,3,post,2|0,blue circle,B,A,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,2,0,40,3,post,0|0,red circle,A,B,A,0,False,"confirmed=3 ruled_out=[] signal=blue circle was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,41,3,post,0|0,red circle,B,B,A,1,False,"confirmed=2 ruled_out=['A'] signal=red circle was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,2,0,42,3,post,0|0,red circle,B,B,A,1,False,cached B (no model call)
d5af5e5a,probe,hardest,2,0,43,3,post,0|1,red square,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,44,3,post,2|1,blue square,A,C,B,0,False,confirmed=3 ruled_out=['C'] signal=none
d5af5e5a,probe,hardest,2,0,45,3,post,0|1,red square,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,2,0,46,3,post,1|0,green circle,C,A,C,0,False,"confirmed=3 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,2,0,47,3,post,0|1,red square,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,0,0,pre,2|1,blue square,A,C,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,1,0,pre,1|0,green circle,A,B,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,2,0,pre,0|1,red square,A,A,,1,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,3,0,pre,2|0,blue circle,B,B,,1,False,confirmed=1 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,4,0,pre,2|1,blue square,B,C,,0,False,confirmed=2 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,3,0,5,0,pre,2|1,blue square,C,C,,1,False,"confirmed=2 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,3,0,6,0,pre,1|1,green square,C,A,,0,False,confirmed=3 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,7,0,pre,1|0,green circle,B,B,,1,False,confirmed=3 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,3,0,8,0,pre,0|1,red square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,9,0,pre,0|1,red square,A,A,,1,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,10,0,pre,2|0,blue circle,B,B,,1,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,11,0,pre,2|1,blue square,C,C,,1,True,cached C (no model call)
d5af5e5a,probe,hardest,3,0,12,1,post,2|1,blue square,C,B,C,0,False,cached C (no model call)
d5af5e5a,probe,hardest,3,0,13,1,post,2|0,blue circle,A,C,B,0,False,"confirmed=3 ruled_out=[] signal=blue square was confirmed as C but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,14,1,post,1|0,green circle,B,C,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,15,1,post,1|1,green square,B,C,A,0,False,"confirmed=2 ruled_out=['C'] signal=green circle was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,16,1,post,0|1,red square,A,B,A,0,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,17,1,post,2|1,blue square,B,B,C,1,False,"confirmed=1 ruled_out=['C'] signal=red square was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,18,1,post,1|1,green square,A,C,A,0,False,"confirmed=2 ruled_out=['B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,19,1,post,1|1,green square,A,C,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,20,1,post,0|1,red square,C,B,A,0,False,confirmed=2 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,3,0,21,1,post,2|1,blue square,B,B,C,1,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,22,1,post,1|0,green circle,A,C,B,0,False,confirmed=2 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,3,0,23,1,post,2|1,blue square,B,B,C,1,True,cached B (no model call)
d5af5e5a,probe,hardest,3,0,24,2,post,0|0,red circle,B,C,A,0,False,confirmed=2 ruled_out=[] signal=none
d5af5e5a,probe,hardest,3,0,25,2,post,0|0,red circle,A,C,A,0,False,confirmed=2 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,3,0,26,2,post,2|1,blue square,B,C,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,27,2,post,2|0,blue circle,C,B,C,0,False,"confirmed=1 ruled_out=['A'] signal=blue square was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,28,2,post,2|0,blue circle,B,B,C,1,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,29,2,post,0|0,red circle,C,C,A,1,False,"confirmed=1 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,3,0,30,2,post,2|1,blue square,A,C,B,0,False,confirmed=2 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,3,0,31,2,post,2|0,blue circle,B,B,C,1,False,cached B (no model call)
d5af5e5a,probe,hardest,3,0,32,2,post,1|1,green square,A,A,C,1,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,33,2,post,0|1,red square,B,A,B,0,False,"confirmed=3 ruled_out=['A', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,34,2,post,1|1,green square,A,A,C,1,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,35,2,post,1|1,green square,A,A,C,1,True,cached A (no model call)
d5af5e5a,probe,hardest,3,0,36,3,post,1|1,green square,A,B,A,0,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,37,3,post,2|0,blue circle,B,A,B,0,False,"confirmed=2 ruled_out=[] signal=green square was confirmed as A but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,38,3,post,0|1,red square,B,C,A,0,False,"confirmed=1 ruled_out=['A', 'B', 'C'] signal=blue circle was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,3,0,39,3,post,1|0,green circle,C,B,A,0,False,"confirmed=1 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,3,0,40,3,post,2|0,blue circle,A,A,B,1,False,confirmed=1 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,3,0,41,3,post,2|0,blue circle,A,A,B,1,False,cached A (no model call)
d5af5e5a,probe,hardest,3,0,42,3,post,2|1,blue square,C,A,C,0,False,"confirmed=2 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,3,0,43,3,post,0|1,red square,A,C,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,44,3,post,0|1,red square,A,C,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,45,3,post,1|0,green circle,A,B,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,46,3,post,0|1,red square,A,C,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,3,0,47,3,post,0|1,red square,A,C,A,0,False,"confirmed=2 ruled_out=['A', 'B', 'C'] signal=none"
d5af5e5a,probe,hardest,4,0,0,0,pre,2|1,blue square,B,C,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,4,0,1,0,pre,2|1,blue square,A,C,,0,False,confirmed=0 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,4,0,2,0,pre,1|1,green square,A,C,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,4,0,3,0,pre,1|0,green circle,A,B,,0,False,confirmed=0 ruled_out=[] signal=none
d5af5e5a,probe,hardest,4,0,4,0,pre,1|1,green square,B,C,,0,False,confirmed=0 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,4,0,5,0,pre,2|1,blue square,C,C,,1,False,"confirmed=0 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,4,0,6,0,pre,0|0,red circle,B,B,,1,False,confirmed=1 ruled_out=[] signal=none
d5af5e5a,probe,hardest,4,0,7,0,pre,1|0,green circle,B,B,,1,False,confirmed=2 ruled_out=['A'] signal=none
d5af5e5a,probe,hardest,4,0,8,0,pre,1|0,green circle,B,B,,1,False,cached B (no model call)
d5af5e5a,probe,hardest,4,0,9,0,pre,1|0,green circle,B,B,,1,False,cached B (no model call)
d5af5e5a,probe,hardest,4,0,10,0,pre,0|0,red circle,B,B,,1,False,cached B (no model call)
d5af5e5a,probe,hardest,4,0,11,0,pre,1|0,green circle,B,B,,1,True,cached B (no model call)
d5af5e5a,probe,hardest,4,0,12,1,post,0|1,red square,A,A,B,1,False,confirmed=3 ruled_out=[] signal=none
d5af5e5a,probe,hardest,4,0,13,1,post,1|1,green square,C,B,C,0,False,"confirmed=4 ruled_out=['A', 'B'] signal=none"
d5af5e5a,probe,hardest,4,0,14,1,post,1|0,green circle,B,C,B,0,False,cached B (no model call)
d5af5e5a,probe,hardest,4,0,15,1,post,1|1,green square,A,B,C,0,False,"confirmed=3 ruled_out=['A', 'B', 'C'] signal=green circle was confirmed as B but just failed; the rule changed, so its belief is revised"
d5af5e5a,probe,hardest,4,0,16,1,post,1|0,green circle,A,C,B,0,False,confirmed=3 ruled_out=['B'] signal=none
d5af5e5a,probe,hardest,4,0,17,1,post,2|0,blue circle,A,B,A,0,False,confirmed=3 ruled_out=[] signal=none
