run_id,variant,env_id,seed,step,action,reward,done,note
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,4,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,5,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,6,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,7,N,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,8,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,9,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,10,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,11,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,12,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,13,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,14,N,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,15,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,16,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,17,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,18,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,19,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,20,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,21,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,22,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,23,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,24,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,25,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,26,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,27,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,28,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,29,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,30,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,31,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,32,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,33,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,34,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,35,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,36,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,37,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,38,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,39,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,40,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,41,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,42,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,43,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,44,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,45,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,46,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,47,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,48,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,2,49,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,0,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,1,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,2,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,3,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,4,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,5,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,6,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,7,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,8,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,9,N,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,10,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,11,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,12,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,13,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,14,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,15,W,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,16,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,17,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,18,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,19,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,20,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,21,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,22,NW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,23,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,24,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,25,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,26,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,27,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,28,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,29,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,30,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,31,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,32,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,33,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,34,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,35,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,36,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,37,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,38,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,39,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,40,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,41,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,42,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,43,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,44,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,45,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,46,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,47,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,48,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,3,49,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,0,E,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,1,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,2,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,3,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,4,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,5,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,6,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,7,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,8,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,9,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,10,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,11,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,12,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,13,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,14,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,15,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,16,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,17,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,18,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,19,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,20,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,21,NW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,22,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,23,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,24,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,25,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,26,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,27,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,28,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,29,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,30,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,31,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,32,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,33,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,34,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,35,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,36,W,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,37,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,38,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,39,W,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,40,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,41,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,42,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,43,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,44,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,45,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,46,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,47,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,48,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,4,49,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,0,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,1,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,2,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,3,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,4,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,5,NW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,6,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,7,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,8,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,9,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,10,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,11,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,12,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,13,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,14,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,15,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,16,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,17,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,18,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,19,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,20,NW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,21,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,22,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,23,NW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,24,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,25,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,26,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,27,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,28,NW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,29,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,30,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,31,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,32,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,33,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,34,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,35,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,36,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,37,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,38,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,39,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,40,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,41,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,42,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,43,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,44,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,45,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,46,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,47,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,48,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,5,49,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,0,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,1,E,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,2,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,3,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,4,N,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,5,S,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,6,6,E,1.0,True,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,0,SE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,1,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,2,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,3,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,4,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,5,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,6,S,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,7,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,8,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,9,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,10,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,11,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,12,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,13,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,14,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,15,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,16,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,17,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,18,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,19,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,20,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,21,NE,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,22,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,23,NW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,24,E,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,25,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,26,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,27,NE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,28,SW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,29,NW,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,30,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,31,N,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,32,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,33,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,34,S,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,35,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,36,E,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,37,N,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,38,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,39,SW,0.0,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,40,SE,-0.01,False,
848e1787,baseline_mh,MiniHack-MazeWalk-9x9-v0,7,41,NE,0.0,False,
